Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS_5427910,8/27/2019,31.4,0.13,22.1
USGS_5427910,8/28/2019,29.1,0.129,20.3
USGS_5427910,8/29/2019,27.4,0.128,19
USGS_5427910,8/30/2019,28.4,0.127,19.5
USGS_5427910,8/31/2019,28.2,0.126,19.2
USGS_5427910,9/1/2019,27.1,0.125,18.3
USGS_5427910,9/2/2019,26.3,0.124,17.6
USGS_5427910,9/3/2019,28.7,0.123,19
USGS_5427910,9/4/2019,30.7,0.122,20.2
USGS_5427910,9/5/2019,27.9,0.12,18.1
USGS_5427910,9/6/2019,29.2,0.119,18.8
USGS_5427910,9/7/2019,28.5,0.118,18.2
USGS_5427910,9/8/2019,29.5,0.117,18.7
USGS_5427910,9/9/2019,29.2,0.116,18.3
USGS_5427910,9/10/2019,65.5,0.116,40.9
USGS_5427910,9/11/2019,46.5,0.119,29.9
USGS_5427910,9/12/2019,65.2,0.126,45.2
USGS_5427910,9/13/2019,142,0.238,182
USGS_5427910,9/14/2019,76.6,0.178,74.2
USGS_5427910,9/15/2019,70,0.155,58.5
USGS_5427910,9/16/2019,65.5,0.144,50.8
USGS_5427910,9/17/2019,58.9,0.144,45.9
USGS_5427910,9/18/2019,52.5,0.147,41.6
USGS_5427910,9/19/2019,51.5,0.149,41.5
USGS_5427910,9/20/2019,49.1,0.152,40.2
USGS_5427910,9/21/2019,43.7,0.154,36.3
USGS_5427910,9/22/2019,125,0.191,138
USGS_5427910,9/23/2019,93.6,0.215,110
USGS_5427910,9/24/2019,64.2,0.186,64.6
USGS_5427910,9/25/2019,62.7,0.188,63.8
USGS_5427910,9/26/2019,57.7,0.192,59.8
USGS_5427910,9/27/2019,55,0.196,58.1
USGS_5427910,9/28/2019,56.5,0.199,60.7
USGS_5427910,9/29/2019,70.4,0.203,77.1
USGS_5427910,9/30/2019,67.5,0.206,74.9
USGS_5427910,10/1/2019,211,0.252,343
USGS_5427910,10/2/2019,518,0.391,1090
USGS_5427910,10/3/2019,263,0.342,496
USGS_5427910,10/4/2019,188,0.315,320
USGS_5427910,10/5/2019,186,0.331,333
USGS_5427910,10/6/2019,193,0.351,365
USGS_5427910,10/7/2019,151,0.346,283
USGS_5427910,10/8/2019,132,0.276,197
USGS_5427910,10/9/2019,117,0.204,129
USGS_5427910,10/10/2019,104,0.131,73.9
USGS_5427910,10/11/2019,93.8,0.0953,48.3
USGS_5427910,10/12/2019,91,0.0872,42.8
USGS_5427910,10/13/2019,86.1,0.079,36.8
USGS_5427910,10/14/2019,81.1,0.0708,31
USGS_5427910,10/15/2019,72.5,0.0649,25.4
USGS_5427910,10/16/2019,71.5,0.0639,24.7
USGS_5427910,10/17/2019,72.2,0.063,24.6
USGS_5427910,10/18/2019,66.5,0.0622,22.3
USGS_5427910,10/19/2019,60.4,0.0613,20
USGS_5427910,10/20/2019,54.3,0.0604,17.7
USGS_5427910,10/21/2019,46.7,0.0596,15
USGS_5427910,10/22/2019,45,0.0587,14.3
USGS_5427910,10/23/2019,42.9,0.0578,13.4
USGS_5427910,10/24/2019,46.3,0.057,14.2
USGS_5427910,10/25/2019,50.4,0.0561,15.3
USGS_5427910,10/26/2019,47.7,0.0552,14.2
USGS_5427910,10/27/2019,54.5,0.0544,16
USGS_5427910,10/28/2019,47.1,0.0535,13.6
USGS_5427910,10/29/2019,49.8,0.0526,14.1
USGS_5427910,10/30/2019,42.7,0.0518,11.9
USGS_5427910,10/31/2019,49.2,0.0509,13.5
USGS_5427910,11/1/2019,49.9,0.05,13.5
USGS_5427910,11/2/2019,57.9,0.0492,15.4
USGS_5427910,11/3/2019,52,0.0483,13.6
USGS_5427910,11/4/2019,53.6,0.0474,13.7
USGS_5427910,11/5/2019,52.7,0.0466,13.3
USGS_5427910,11/6/2019,55.2,0.0457,13.6
USGS_5427910,11/7/2019,50.2,0.0448,12.2
USGS_5427910,11/8/2019,42.6,0.044,10.1
USGS_5427910,11/9/2019,49.7,0.0431,11.6
USGS_5427910,11/10/2019,51.2,0.0423,11.7
USGS_5427910,11/11/2019,50.5,0.0413,11.3
USGS_5427910,11/12/2019,37.6,0.0404,8.2
USGS_5427910,11/13/2019,41.4,0.04,8.96
USGS_5427910,11/14/2019,42.4,0.0403,9.22
USGS_5427910,11/15/2019,43.4,0.0405,9.5
USGS_5427910,11/16/2019,46.7,0.0408,10.3
USGS_5427910,11/17/2019,47.2,0.041,10.5
USGS_5427910,11/18/2019,49,0.0413,10.9
USGS_5427910,11/19/2019,49.3,0.0416,11.1
USGS_5427910,11/20/2019,48.9,0.0418,11
USGS_5427910,11/21/2019,69.6,0.102,40.4
USGS_5427910,11/22/2019,60.3,0.0768,25.4
USGS_5427910,11/23/2019,55.8,0.0456,13.7
USGS_5427910,11/24/2019,54.1,0.0451,13.2
USGS_5427910,11/25/2019,51.8,0.0445,12.4
USGS_5427910,11/26/2019,50.7,0.0459,12.6
USGS_5427910,11/27/2019,87.4,0.195,95.2
USGS_5427910,11/28/2019,64.4,0.0687,24.4
USGS_5427910,11/29/2019,60.3,0.05,16.3
USGS_5427910,11/30/2019,59.4,0.0566,18.5
USGS_5427910,12/1/2019,72.5,0.114,44.8
USGS_5427910,12/2/2019,60.6,0.0776,25.6
USGS_5427910,12/3/2019,57.2,0.0455,14.1
USGS_5427910,12/4/2019,55.4,0.0443,13.3
USGS_5427910,12/5/2019,51.8,0.0438,12.3
USGS_5427910,12/6/2019,50.7,0.0432,11.8
USGS_5427910,12/7/2019,47.8,0.0427,11
USGS_5427910,12/8/2019,47.6,0.0422,10.8
USGS_5427910,12/9/2019,47.4,0.0417,10.7
USGS_5427910,12/10/2019,42.7,0.0412,9.49
USGS_5427910,12/11/2019,41.1,0.0406,9.02
USGS_5427910,12/12/2019,44.8,0.0401,9.7
USGS_5427910,12/13/2019,42.4,0.0396,9.07
USGS_5427910,12/14/2019,41.2,0.039,8.68
USGS_5427910,12/15/2019,38.9,0.0385,8.09
USGS_5427910,12/16/2019,38.9,0.0381,7.99
USGS_5427910,12/17/2019,39,0.038,7.99
USGS_5427910,12/18/2019,36.6,0.038,7.52
USGS_5427910,12/19/2019,39.3,0.038,8.07
USGS_5427910,12/20/2019,39,0.038,7.99
USGS_5427910,12/21/2019,37.5,0.038,7.69
USGS_5427910,12/22/2019,38.2,0.038,7.84
USGS_5427910,12/23/2019,38.9,0.038,7.99
USGS_5427910,12/24/2019,39.5,0.038,8.1
USGS_5427910,12/25/2019,40.2,0.038,8.25
USGS_5427910,12/26/2019,40.9,0.038,8.39
USGS_5427910,12/27/2019,40.9,0.038,8.39
USGS_5427910,12/28/2019,44.7,0.0419,10.2
USGS_5427910,12/29/2019,71.2,0.0986,38
USGS_5427910,12/30/2019,72.7,0.14,54.9
USGS_5427910,12/31/2019,61,0.101,33.5
USGS_5427910,1/1/2020,48.6,0.0666,17.4
USGS_5427910,1/2/2020,51.7,0.0541,15.1
USGS_5427910,1/3/2020,49.3,0.0514,13.7
USGS_5427910,1/4/2020,46.3,0.0487,12.2
USGS_5427910,1/5/2020,43.8,0.046,10.9
USGS_5427910,1/6/2020,42,0.0433,9.83
USGS_5427910,1/7/2020,40.6,0.0406,8.91
USGS_5427910,1/8/2020,37.4,0.0387,7.81
USGS_5427910,1/9/2020,42.7,0.0378,8.73
USGS_5427910,1/10/2020,39.2,0.037,7.85
USGS_5427910,1/11/2020,40.1,0.0362,7.85
USGS_5427910,1/12/2020,37.4,0.0354,7.16
USGS_5427910,1/13/2020,38.1,0.0346,7.12
USGS_5427910,1/14/2020,38.6,0.0338,7.03
USGS_5427910,1/15/2020,38.6,0.0331,6.9
USGS_5427910,1/16/2020,35.1,0.033,6.26
USGS_5427910,1/17/2020,39,0.0331,6.98
USGS_5427910,1/18/2020,42.8,0.0332,7.67
USGS_5427910,1/19/2020,35.9,0.0332,6.44
USGS_5427910,1/20/2020,44.2,0.0333,7.94
USGS_5427910,1/21/2020,42.7,0.0333,7.69
USGS_5427910,1/22/2020,44.6,0.0334,8.04
USGS_5427910,1/23/2020,44.9,0.0334,8.1
USGS_5427910,1/24/2020,44,0.0335,7.95
USGS_5427910,1/25/2020,40.7,0.0336,7.37
USGS_5427910,1/26/2020,40,0.0336,7.26
USGS_5427910,1/27/2020,38.9,0.0337,7.07
USGS_5427910,1/28/2020,38.8,0.0337,7.07
USGS_5427910,1/29/2020,38.3,0.0338,6.99
USGS_5427910,1/30/2020,37.8,0.0338,6.9
USGS_5427910,1/31/2020,37.6,0.0339,6.89
USGS_5427910,2/1/2020,38.2,0.0339,7.01
USGS_5427910,2/2/2020,41,0.0374,8.35
USGS_5427910,2/3/2020,47.3,0.0515,13.2
USGS_5427910,2/4/2020,46,0.049,12.2
USGS_5427910,2/5/2020,43.4,0.0479,11.2
USGS_5427910,2/6/2020,40.9,0.0478,10.6
USGS_5427910,2/7/2020,39,0.0476,10
USGS_5427910,2/8/2020,37.6,0.0475,9.65
USGS_5427910,2/9/2020,37.6,0.0474,9.63
USGS_5427910,2/10/2020,36.2,0.0472,9.23
USGS_5427910,2/11/2020,37.2,0.0471,9.47
USGS_5427910,2/12/2020,36,0.047,9.14
USGS_5427910,2/13/2020,35,0.0469,8.87
USGS_5427910,2/14/2020,37.1,0.0469,9.39
USGS_5427910,2/15/2020,41.1,0.0468,10.4
USGS_5427910,2/16/2020,41.1,0.0468,10.4
USGS_5427910,2/17/2020,40.6,0.0467,10.2
USGS_5427910,2/18/2020,38,0.0466,9.57
USGS_5427910,2/19/2020,34.5,0.0466,8.68
USGS_5427910,2/20/2020,35.5,0.0465,8.93
USGS_5427910,2/21/2020,37.8,0.0465,9.5
USGS_5427910,2/22/2020,38.9,0.0464,9.75
USGS_5427910,2/23/2020,36.9,0.0464,9.25
USGS_5427910,2/24/2020,39.7,0.0463,9.92
USGS_5427910,2/25/2020,41.2,0.0462,10.3
USGS_5427910,2/26/2020,40.7,0.0462,10.1
USGS_5427910,2/27/2020,40.8,0.0461,10.2
USGS_5427910,2/28/2020,41.1,0.046,10.2
USGS_5427910,2/29/2020,40.8,0.0542,11.9
USGS_5427910,3/1/2020,44.2,0.115,27.8
USGS_5427910,3/2/2020,52.2,0.183,51.8
USGS_5427910,3/3/2020,63,0.167,57
USGS_5427910,3/4/2020,75.1,0.286,116
USGS_5427910,3/5/2020,84.8,0.373,172
USGS_5427910,3/6/2020,92.8,0.37,188
USGS_5427910,3/7/2020,83.1,0.22,98.6
USGS_5427910,3/8/2020,86.9,0.148,69.3
USGS_5427910,3/9/2020,99.2,0.14,75.3
USGS_5427910,3/10/2020,111,0.148,89.1
USGS_5427910,3/11/2020,107,0.113,65.2
USGS_5427910,3/12/2020,98.2,0.0857,45.4
USGS_5427910,3/13/2020,93.8,0.0526,26.8
USGS_5427910,3/14/2020,87.2,0.0447,21.1
USGS_5427910,3/15/2020,81.6,0.0443,19.6
USGS_5427910,3/16/2020,78.1,0.044,18.6
USGS_5427910,3/17/2020,76.8,0.044,18.2
USGS_5427910,3/18/2020,81.8,0.044,19.4
USGS_5427910,3/19/2020,118,0.0725,54.1
USGS_5427910,3/20/2020,175,0.241,229
USGS_5427910,3/21/2020,127,0.154,106
USGS_5427910,3/22/2020,115,0.102,63.8
USGS_5427910,3/23/2020,106,0.0526,30.2
USGS_5427910,3/24/2020,96,0.0476,24.7
USGS_5427910,3/25/2020,90.8,0.0472,23.1
USGS_5427910,3/26/2020,89.6,0.0468,22.7
USGS_5427910,3/27/2020,86.1,0.0464,21.6
USGS_5427910,3/28/2020,95.6,0.0566,30
USGS_5427910,3/29/2020,139,0.118,88.7
USGS_5427910,3/30/2020,107,0.0953,55.1
USGS_5427910,3/31/2020,98.8,0.0648,34.7
USGS_5427910,4/1/2020,89.5,0.0433,21
USGS_5427910,4/2/2020,82,0.0416,18.4
USGS_5427910,4/3/2020,79.6,0.0406,17.4
USGS_5427910,4/4/2020,80.8,0.0395,17.2
USGS_5427910,4/5/2020,75.6,0.0384,15.7
USGS_5427910,4/6/2020,73.5,0.0374,14.8
USGS_5427910,4/7/2020,73.4,0.0363,14.4
USGS_5427910,4/8/2020,75.7,0.0352,14.4
USGS_5427910,4/9/2020,77.5,0.0342,14.3
USGS_5427910,4/10/2020,71.7,0.0331,12.8
USGS_5427910,4/11/2020,65.4,0.032,11.3
USGS_5427910,4/12/2020,66.8,0.031,11.2
USGS_5427910,4/13/2020,71.7,0.0299,11.6
USGS_5427910,4/14/2020,66.1,0.0289,10.3
USGS_5427910,4/15/2020,63,0.028,9.54
USGS_5427910,4/16/2020,59.2,0.0279,8.92
USGS_5427910,4/17/2020,57.5,0.0278,8.65
USGS_5427910,4/18/2020,54.5,0.0278,8.17
USGS_5427910,4/19/2020,53.1,0.0277,7.94
USGS_5427910,4/20/2020,50.8,0.0276,7.58
USGS_5427910,4/21/2020,49,0.0276,7.29
USGS_5427910,4/22/2020,49.9,0.0275,7.41
USGS_5427910,4/23/2020,52.2,0.0274,7.73
USGS_5427910,4/24/2020,49.6,0.0274,7.32
USGS_5427910,4/25/2020,48.1,0.0273,7.09
USGS_5427910,4/26/2020,45.8,0.0272,6.72
USGS_5427910,4/27/2020,46.2,0.0271,6.77
USGS_5427910,4/28/2020,46.8,0.0271,6.84
USGS_5427910,4/29/2020,53,0.0304,8.81
USGS_5427910,4/30/2020,50,0.0331,8.98
USGS_5427910,5/1/2020,43.7,0.028,6.6
USGS_5427910,5/2/2020,41.6,0.0279,6.26
USGS_5427910,5/3/2020,38.3,0.0278,5.76
USGS_5427910,5/4/2020,37.1,0.0278,5.56
USGS_5427910,5/5/2020,34.9,0.0277,5.22
USGS_5427910,5/6/2020,32.4,0.0276,4.83
USGS_5427910,5/7/2020,31.2,0.0275,4.64
USGS_5427910,5/8/2020,31,0.0275,4.59
USGS_5427910,5/9/2020,29.6,0.0274,4.38
USGS_5427910,5/10/2020,33.1,0.0273,4.88
USGS_5427910,5/11/2020,35.5,0.0272,5.23
USGS_5427910,5/12/2020,38,0.0272,5.58
USGS_5427910,5/13/2020,38.2,0.0271,5.59
USGS_5427910,5/14/2020,45.1,0.027,6.58
USGS_5427910,5/15/2020,57.7,0.0345,10.8
USGS_5427910,5/16/2020,49.9,0.0271,7.31
USGS_5427910,5/17/2020,112,0.0764,58.5
USGS_5427910,5/18/2020,111,0.157,93.8
USGS_5427910,5/19/2020,93.9,0.139,70.3
USGS_5427910,5/20/2020,85.5,0.116,53.7
USGS_5427910,5/21/2020,71.2,0.0967,37.2
USGS_5427910,5/22/2020,63.6,0.088,30.3
USGS_5427910,5/23/2020,63,0.0854,29.1
USGS_5427910,5/24/2020,64.2,0.0833,29
USGS_5427910,5/25/2020,55.8,0.0776,23.4
USGS_5427910,5/26/2020,65.5,0.0894,33
USGS_5427910,5/27/2020,65,0.0856,30.6
USGS_5427910,5/28/2020,138,0.139,132
USGS_5427910,5/29/2020,144,0.194,157
USGS_5427910,5/30/2020,81.4,0.132,58.2
USGS_5427910,5/31/2020,69.8,0.105,39.5
USGS_5427910,6/1/2020,62.1,0.101,33.9
USGS_5427910,6/2/2020,57.7,0.1,31.3
USGS_5427910,6/3/2020,71.5,0.109,42.4
USGS_5427910,6/4/2020,56.6,0.0974,29.8
USGS_5427910,6/5/2020,53.1,0.0954,27.3
USGS_5427910,6/6/2020,48.5,0.0933,24.5
USGS_5427910,6/7/2020,45.5,0.0913,22.4
USGS_5427910,6/8/2020,44.1,0.0892,21.3
USGS_5427910,6/9/2020,50.3,0.0981,27.8
USGS_5427910,6/10/2020,116,0.144,112
USGS_5427910,6/11/2020,138,0.16,126
USGS_5427910,6/12/2020,65.7,0.117,41.9
USGS_5427910,6/13/2020,58.3,0.0993,31.2
USGS_5427910,6/14/2020,53,0.098,28
USGS_5427910,6/15/2020,48,0.0968,25.1
USGS_5427910,6/16/2020,45.8,0.0959,23.7
USGS_5427910,6/17/2020,43.1,0.095,22.1
USGS_5427910,6/18/2020,41.2,0.0941,20.9
USGS_5427910,6/19/2020,40,0.0932,20.1
USGS_5427910,6/20/2020,41.2,0.0922,20.5
USGS_5427910,6/21/2020,41.6,0.0914,20.5
USGS_5427910,6/22/2020,50.4,0.0945,25.8
USGS_5427910,6/23/2020,54.2,0.0942,27.6
USGS_5427910,6/24/2020,56,0.0933,28.3
USGS_5427910,6/25/2020,49.8,0.0882,23.8
USGS_5427910,6/26/2020,72.1,0.129,64.2
USGS_5427910,6/27/2020,116,0.221,143
USGS_5427910,6/28/2020,63.3,0.154,52.9
USGS_5427910,6/29/2020,60.8,0.145,47.5
USGS_5427910,6/30/2020,59.4,0.141,45.3
USGS_5427910,7/1/2020,53.6,0.138,39.9
USGS_5427910,7/2/2020,50.8,0.134,36.9
USGS_5427910,7/3/2020,47.2,0.131,33.4
USGS_5427910,7/4/2020,43.3,0.128,29.9
USGS_5427910,7/5/2020,41.9,0.124,28.2
USGS_5427910,7/6/2020,40.9,0.121,26.7
USGS_5427910,7/7/2020,49.8,0.125,35.2
USGS_5427910,7/8/2020,77.8,0.136,59.3
USGS_5427910,7/9/2020,75,0.119,53.5
USGS_5427910,7/10/2020,288,0.282,441
USGS_5427910,7/11/2020,146,0.251,199
USGS_5427910,7/12/2020,117,0.235,148
USGS_5427910,7/13/2020,102,0.217,119
USGS_5427910,7/14/2020,91.1,0.181,89
USGS_5427910,7/15/2020,120,0.185,120
USGS_5427910,7/16/2020,117,0.184,117
USGS_5427910,7/17/2020,91.9,0.159,78.9
USGS_5427910,7/18/2020,81.6,0.151,66.5
USGS_5427910,7/19/2020,79.1,0.149,63.5
USGS_5427910,7/20/2020,70.5,0.146,55.7
USGS_5427910,7/21/2020,61.2,0.144,47.5
USGS_5427910,7/22/2020,57.7,0.142,44.1
USGS_5427910,7/23/2020,54.3,0.139,40.8
USGS_5427910,7/24/2020,48.2,0.137,35.6
USGS_5427910,7/25/2020,44.3,0.134,32.2
USGS_5427910,7/26/2020,58.6,0.142,46.8
USGS_5427910,7/27/2020,76.6,0.148,62.9
USGS_5427910,7/28/2020,49.7,0.131,35.1
USGS_5427910,7/29/2020,46.1,0.13,32.4
USGS_5427910,7/30/2020,43.2,0.13,30.3
USGS_5427910,7/31/2020,42.2,0.129,29.5
USGS_5427910,8/1/2020,41.3,0.129,28.7
USGS_5427910,8/2/2020,40.9,0.128,28.3
USGS_5427910,8/3/2020,40.2,0.128,27.7
USGS_5427910,8/4/2020,39.2,0.127,27
USGS_5427910,8/5/2020,37.8,0.127,25.9
USGS_5427910,8/6/2020,36.6,0.126,25
USGS_5427910,8/7/2020,34.8,0.126,23.7
USGS_5427910,8/8/2020,33.7,0.126,22.8
USGS_5427910,8/9/2020,35.4,0.127,24.3
USGS_5427910,8/10/2020,45.1,0.132,32.2
USGS_5427910,8/11/2020,41.7,0.129,29
USGS_5427910,8/12/2020,39.3,0.128,27.2
USGS_5427910,8/13/2020,38.3,0.128,26.4
USGS_5427910,8/14/2020,36.9,0.125,25
USGS_5427910,8/15/2020,36.6,0.123,24.4
USGS_5427910,8/16/2020,35.8,0.121,23.4
USGS_5427910,8/17/2020,34.9,0.12,22.6
USGS_5427910,8/18/2020,34.2,0.12,22.1
USGS_5427910,8/19/2020,32.9,0.12,21.2
USGS_5427910,8/20/2020,32.2,0.119,20.8
USGS_5427910,8/21/2020,31.5,0.119,20.2
USGS_5427910,8/22/2020,30.9,0.119,19.9
USGS_5427910,8/23/2020,29.9,0.119,19.2
USGS_5427910,8/24/2020,29.5,0.119,18.9
USGS_5427910,8/25/2020,30.4,0.118,19.4
USGS_5427910,8/26/2020,28.1,0.118,17.9
USGS_5427910,8/27/2020,28.2,0.118,18
USGS_5427910,8/28/2020,55.2,0.134,40
USGS_5427910,8/29/2020,36.9,0.118,23.6
USGS_5427910,8/30/2020,32.5,0.115,20.2
USGS_5427910,8/31/2020,41,0.125,28.1
USGS_5427910,9/1/2020,39.3,0.116,24.8
USGS_5427910,9/2/2020,37.6,0.111,22.6
USGS_5427910,9/3/2020,34.6,0.111,20.7
USGS_5427910,9/4/2020,32.7,0.11,19.5
USGS_5427910,9/5/2020,31.9,0.109,18.9
USGS_5427910,9/6/2020,35.3,0.11,20.9
USGS_5427910,9/7/2020,34.2,0.108,19.9
USGS_5427910,9/8/2020,35.8,0.108,20.9
USGS_5427910,9/9/2020,45.1,0.109,26.5
USGS_5427910,9/10/2020,51.8,0.112,31.4
USGS_5427910,9/11/2020,54.3,0.124,37.7
USGS_5427910,9/12/2020,93.8,0.178,91.1
USGS_5427910,9/13/2020,59.4,0.13,42.1
USGS_5427910,9/14/2020,51.4,0.102,28.4
USGS_5427910,9/15/2020,45.1,0.0909,22.1
USGS_5427910,9/16/2020,42.4,0.0887,20.3
USGS_5427910,9/17/2020,40.8,0.0875,19.3
USGS_5427910,9/18/2020,37.1,0.0863,17.3
USGS_5427910,9/19/2020,34.1,0.0851,15.7
USGS_5427910,9/20/2020,31.4,0.0839,14.2
USGS_5427910,9/21/2020,30.6,0.0827,13.7
USGS_5427910,9/22/2020,29.5,0.0815,13
USGS_5427910,9/23/2020,28.2,0.0803,12.2
USGS_5427910,9/24/2020,28,0.0791,12
USGS_5427910,9/25/2020,28,0.0779,11.8
USGS_5427910,9/26/2020,26.7,0.0767,11.1
USGS_5427910,9/27/2020,30,0.0755,12.2
USGS_5427910,9/28/2020,32.1,0.0743,12.9
USGS_5427910,9/29/2020,29.9,0.0731,11.8
USGS_5427910,9/30/2020,29.3,0.0719,11.4
USGS_5427910,10/1/2020,29.9,0.0715,11.6
USGS_5427910,10/2/2020,29.8,0.0704,11.3
USGS_5427910,10/3/2020,30.1,0.0694,11.3
USGS_5427910,10/4/2020,29.9,0.0683,11
USGS_5427910,10/5/2020,28.9,0.0673,10.5
USGS_5427910,10/6/2020,28.8,0.0662,10.3
USGS_5427910,10/7/2020,28,0.0652,9.88
USGS_5427910,10/8/2020,27.6,0.0642,9.57
USGS_5427910,10/9/2020,26.2,0.0631,8.92
USGS_5427910,10/10/2020,24.8,0.0621,8.32
USGS_5427910,10/11/2020,25,0.061,8.25
USGS_5427910,10/12/2020,25.5,0.06,8.26
USGS_5427910,10/13/2020,27.8,0.059,8.85
USGS_5427910,10/14/2020,27.7,0.0579,8.66
USGS_5427910,10/15/2020,27.2,0.0571,8.39
USGS_5427910,10/16/2020,27.6,0.057,8.5
USGS_5427910,10/17/2020,27.1,0.057,8.35
USGS_5427910,10/18/2020,27.4,0.057,8.44
USGS_5427910,10/19/2020,28.3,0.057,8.72
USGS_5427910,10/20/2020,28.2,0.057,8.69
USGS_5427910,10/21/2020,28,0.0576,8.74
USGS_5427910,10/22/2020,53.4,0.0805,25.3
USGS_5427910,10/23/2020,267,0.407,617
USGS_5427910,10/24/2020,137,0.282,212
USGS_5427910,10/25/2020,120,0.176,114
USGS_5427910,10/26/2020,110,0.17,101
USGS_5427910,10/27/2020,97.1,0.156,82
USGS_5427910,10/28/2020,88.9,0.145,69.4
USGS_5427910,10/29/2020,87.4,0.147,69.4
USGS_5427910,10/30/2020,80.9,0.132,57.5
USGS_5427910,10/31/2020,76.3,0.119,49
USGS_5427910,11/1/2020,72.1,0.114,44.4
USGS_5427910,11/2/2020,70.5,0.109,41.6
USGS_5427910,11/3/2020,70,0.104,39.5
USGS_5427910,11/4/2020,67.6,0.0997,36.4
USGS_5427910,11/5/2020,67.9,0.0949,34.8
USGS_5427910,11/6/2020,65.5,0.0901,31.9
USGS_5427910,11/7/2020,65.6,0.0854,30.3
USGS_5427910,11/8/2020,66,0.0806,28.8
USGS_5427910,11/9/2020,64.7,0.0759,26.5
USGS_5427910,11/10/2020,91.3,0.0988,59.1
